lat,lon,alt,date,device,os,version
37.5359535217,127.025314331,0,2012-04-13 09:27:28,"iPhone2,1",4.2.1,1.0
37.5359535217,127.025314331,0,2012-04-13 09:27:28,"iPhone4,1",7.0.2,1.1
37.5257568359,127.027618408,0,2012-04-13 09:31:44,"iPhone2,1",4.2.1,1.0
37.5257568359,127.027618408,0,2012-04-13 09:31:44,"iPhone4,1",7.0.2,1.1
37.5279388428,127.048034668,0,2012-04-13 09:50:56,"iPhone2,1",4.2.1,1.0
37.5279388428,127.048034668,0,2012-04-13 09:50:56,"iPhone4,1",7.0.2,1.1
37.5222625732,127.063209534,0,2012-04-13 09:55:12,"iPhone2,1",4.2.1,1.0
37.5222625732,127.063209534,0,2012-04-13 09:55:12,"iPhone4,1",7.0.2,1.1
37.5121116638,127.07572937,0,2012-04-13 09:59:28,"iPhone2,1",4.2.1,1.0
37.5121116638,127.07572937,0,2012-04-13 09:59:28,"iPhone4,1",7.0.2,1.1
37.5359535217,127.025314331,0,2012-04-13 13:52:00,"iPhone2,1",4.2.1,1.0
37.5359535217,127.025314331,0,2012-04-13 13:52:00,"iPhone4,1",7.0.2,1.1
37.5458183289,127.014579773,0,2012-04-13 13:54:08,"iPhone2,1",4.2.1,1.0
37.5458183289,127.014579773,0,2012-04-13 13:54:08,"iPhone4,1",7.0.2,1.1
